Sample	Plasmid_PPI	Chrom_PPI	Fraction
Erwinia_tasmaniensis_Et1-99_	47813	1038	0.979
Erwinia_typographi_	86661	5353	0.942
Erysipelatoclostridium_ramosum_DSM_1402_	123110	852	0.993
Erysipelothrix_rhusiopathiae_str._Fujisawa_	19951	935	0.955
Erysipelothrix_tonsillarum_DSM_14972_	0	42472	0.000
Erysipelotrichaceae_bacterium_3_1_53_	205722	2302	0.989
Erysipelotrichaceae_bacterium_5_2_54FAA_	60970	3291	0.949
Erysipelotrichaceae_bacterium_NK3D112_	0	85751	0.000
Erythrobacter_litoralis_HTCC2594_	27204	4805	0.850
Erythrobacter_longus_	40963	3042	0.931
Erythrobacter_sp._JL475_	41808	2927	0.935
Erythrobacter_sp._NAP1_	40481	3600	0.918
Erythrobacter_sp._SD-21_	45301	3264	0.933
Erythrobacter_vulgaris_	0	38783	0.000
Escherichia_albertii_KF1_	60562	1447	0.977
Escherichia_albertii_TW07627_	65025	2457	0.964
Escherichia_coli_536_	63119	2431	0.963
Escherichia_coli_ATCC_8739_	65885	800	0.988
Escherichia_coli_BL21	61852	280	0.995
Escherichia_coli_CFT073_	71447	1884	0.974
Escherichia_coli_O157:H7_str._EDL933_	70600	4421	0.941
Escherichia_coli_str._K-12_substr._MG1655_	87896	27	1.000
Escherichia_hermannii_NBRC_105704_	71753	1084	0.985
Escherichia_sp._TW09308_	0	73592	0.000
Escherichia_vulneris_NBRC_102420_	76738	1949	0.975
Ethanoligenens_harbinense_YUAN-3_	25290	4706	0.843
Eubacterium_acidaminophilum_DSM_3953_	36916	2767	0.930
Eubacterium_brachy_ATCC_33089_	18065	2015	0.900
[Eubacterium]_cellulosolvens_6_	45673	5467	0.893
[Eubacterium]_cellulosolvens_LD2006_	0	45444	0.000
Eubacterium_desmolans_ATCC_43058_	0	36209	0.000
[Eubacterium]_dolichum_DSM_3991_	46042	1745	0.963
[Eubacterium]_eligens_ATCC_27750_	33062	3804	0.897
[Eubacterium]_hallii_DSM_3353_	33031	3643	0.901
Eubacterium_infirmum_F0142_	25556	2357	0.916
Eubacterium_limosum_KIST612_	37389	10701	0.777
Eubacterium_nodatum_ATCC_33099_	24337	1285	0.950
Eubacterium_plexicaudatum_ASF492_	91791	18232	0.834
Eubacterium_ramulus_ATCC_29099_	41553	5952	0.875
Eubacterium_saphenum_ATCC_49989_	14901	419	0.973
Eubacterium_sp._14-2_	66572	7162	0.903
Eubacterium_sp._AB3007_	0	30738	0.000
Eubacterium_sulci_ATCC_35585_	19211	1223	0.940
Eubacterium_ventriosum_ATCC_27560_	35848	2641	0.931
Eubacterium_xylanophilum_ATCC_35991_	0	34915	0.000
[Eubacterium]_yurii_subsp._margaretiae_ATCC_43715_	34709	384	0.989
Eudoraea_adriatica_DSM_19308_	0	55941	0.000
Ewingella_americana_ATCC_33852_	73248	3974	0.949
Exiguobacterium_antarcticum_B7_	32328	1527	0.955
Exiguobacterium_marinum_DSM_16307_	0	47500	0.000
Exiguobacterium_oxidotolerans_JCM_12280_	43600	1821	0.960
Exiguobacterium_pavilionensis_RW-2_	49417	2384	0.954
Exiguobacterium_sibiricum_255-15_	35531	3219	0.917
Exiguobacterium_sp._AB2_	45691	3034	0.938
Exiguobacterium_sp._AT1b_	38456	4528	0.895
Exiguobacterium_sp._MH3_	33303	11217	0.748
Exiguobacterium_undae_DSM_14481_	45675	2312	0.952
Facklamia_hominis_ACS-120-V-Sch10_	0	30471	0.000
Facklamia_ignava_CCUG_37419_	26822	1134	0.959
Facklamia_languida_CCUG_37842_	27169	639	0.977
Facklamia_sourekii_ATCC_700629_	0	31973	0.000
Faecalibacterium_cf._prausnitzii_KLE1255_	34408	4703	0.880
Faecalibacterium_prausnitzii_A2-165_	38952	7130	0.845
Faecalibacterium_prausnitzii_L2-6_	21072	5928	0.780
Faecalibacterium_prausnitzii_SL3-3_	20471	4426	0.822
Faecalicoccus_pleomorphus_DSM_20574_	0	45030	0.000
Falsirhodobacter_sp._alg1_	0	60805	0.000
Fangia_hongkongensis_FSC776_=_DSM_21703_	0	33538	0.000
Ferrimicrobium_acidiphilum_DSM_19497_	31177	847	0.974
Ferrimonas_balearica_DSM_9799_	58001	3939	0.936
Ferrimonas_futtsuensis_DSM_18154_	0	71761	0.000
Ferriphaselus_sp._R-1_	0	36208	0.000
Fervidobacterium_islandicum_	25944	2705	0.906
Fervidobacterium_nodosum_Rt17-B1_	24210	1716	0.934
Fervidobacterium_pennivorans_DSM_9078_	28378	1608	0.946
Fibrella_aestuarina_BUZ_2_	55868	12049	0.823
Fibrisoma_limi_BUZ_3_	95990	11975	0.889
Fibrobacter_succinogenes_subsp._succinogenes_S85_	27335	5833	0.824
filamentous_cyanobacterium_ESFC-1_	0	80647	0.000
Filifactor_alocis_ATCC_35896_	17552	1514	0.921
Fimbriimonas_ginsengisoli_Gsoil_348_	21215	11562	0.647
Finegoldia_magna_ATCC_29328_	23711	2171	0.916
Finegoldia_magna_ATCC_53516_	29420	1192	0.961
Firmicutes_bacterium_ASF500_	37416	7563	0.832
Firmicutes_bacterium_M10-2_	50247	1685	0.968
Fischerella_muscicola_PCC_7414_	0	113612	0.000
Fischerella_sp._PCC_9339_	0	126997	0.000
Fischerella_sp._PCC_9431_	0	112211	0.000
Fischerella_sp._PCC_9605_	0	117436	0.000
Fischerella_thermalis_PCC_7521_	0	86322	0.000
Flaviramulus_ichthyoenteri_Th78_	0	52591	0.000
Flavobacteria_bacterium_BAL38_	31448	2855	0.917
Flavobacteria_bacterium_MS024-2A_	26154	1438	0.948
Flavobacteriaceae_bacterium_3519-10_	22377	3887	0.852
Flavobacteriaceae_bacterium_HQM9_	0	55162	0.000
Flavobacteriaceae_bacterium_S85_	0	35162	0.000
Flavobacteriales_bacterium_ALC-1_	42596	6419	0.869
Flavobacterium_antarcticum_DSM_19726_	0	36041	0.000
Flavobacterium_aquatile_LMG_4008_	34208	4139	0.892
Flavobacterium_beibuense_F44-8_	31215	4669	0.870
Flavobacterium_branchiophilum_FL-15_	26856	2098	0.928
Flavobacterium_chungangense_LMG_26729_	0	62169	0.000
Flavobacterium_columnare_ATCC_49512_	24566	4253	0.852
Flavobacterium_daejeonense_DSM_17708_	40497	8161	0.832
Flavobacterium_enshiense_DK69_	34320	2847	0.923
Flavobacterium_filum_DSM_17961_	0	35116	0.000
Flavobacterium_frigidarium_DSM_17623_	0	40734	0.000
Flavobacterium_frigoris_PS1_	39220	5496	0.877
Flavobacterium_hydatis_	60900	10127	0.857
Flavobacterium_indicum_GPTSA100-9_=_DSM_17447_	26696	1892	0.934
Flavobacterium_johnsoniae_UW101_	48409	14962	0.764
Flavobacterium_limnosediminis_JC2902_	34271	3551	0.906
Flavobacterium_psychrophilum_JIP02-86_	26795	1463	0.948
Flavobacterium_reichenbachii_	47965	8659	0.847
Flavobacterium_rivuli_WB_3.3-2_=_DSM_21788_	38228	5645	0.871
Flavobacterium_saliperosum_S13_	30142	2575	0.921
Flavobacterium_sasangense_DSM_21067_	0	33722	0.000
Flavobacterium_soli_DSM_19725_	0	40859	0.000
Flavobacterium_sp._83_	0	47944	0.000
Flavobacterium_sp._ACAM_123_	0	44416	0.000
Flavobacterium_sp._CF136_	49874	9081	0.846
Flavobacterium_sp._EM1308_	30223	7144	0.809
Flavobacterium_sp._EM1321_	39369	5443	0.879
Flavobacterium_sp._F52_	54094	9424	0.852
Flavobacterium_sp._Fl_	0	65454	0.000
Flavobacterium_sp._KJJ_	0	60893	0.000
Flavobacterium_sp._WG21_	0	59769	0.000
Flavobacterium_subsaxonicum_WB_4.1-42_=_DSM_21790_	41648	5240	0.888
Flavobacterium_succinicans_LMG_10402_	36841	4528	0.891
Flavobacterium_suncheonense_GH29-5_=_DSM_17707_	31426	2612	0.923
Flectobacillus_major_DSM_103_	0	67139	0.000
Flexibacter_litoralis_DSM_6794_	29958	7835	0.793
Flexistipes_sinusarabici_DSM_4947_	24196	2495	0.907
Flexithrix_dorotheae_DSM_6795_	0	103578	0.000
Fluoribacter_dumoffii_NY_23_	48582	1062	0.979
Fluviicola_taffensis_DSM_16823_	33943	13436	0.716
Fodinicurvata_fenggangensis_DSM_21160_	0	61646	0.000
Fodinicurvata_sediminis_DSM_21159_	0	66401	0.000
Formosa_agariphila_KMM_3901_	45087	4538	0.909
Formosa_sp._AK20_	38257	4101	0.903
Francisella_cf._tularensis_subsp._novicida_3523_	22516	1262	0.947
Francisella_noatunensis_subsp._orientalis_str._Toba_04_	18816	792	0.960
Francisella_philomiragia_subsp._philomiragia_ATCC_25017_	23049	1200	0.951
Francisella_sp._TX077308_	22672	1316	0.945
Francisella_sp._W12-1067_	23443	389	0.984
Francisella_tularensis_subsp._holarctica_LVS_	21724	701	0.969
Francisella_tularensis_subsp._tularensis_SCHU_S4_	21768	368	0.983
Frankia_alni_ACN14a_	67393	12345	0.845
Frankia_sp._BCU110501_	0	124587	0.000
Frankia_sp._BMG5.12_	0	91577	0.000
Frankia_sp._CcI3_	38244	15719	0.709
Frankia_sp._CN3_	0	146821	0.000
Frankia_sp._EAN1pec_	67764	41233	0.622
Frankia_sp._EuI1c_	72915	30689	0.704
Frankia_sp._Iso899_	0	62157	0.000
Frankia_sp._QA3_	85330	12660	0.871
Frankia_symbiont_of_Datisca_glomerata_	35009	7141	0.831
Frateuria_aurantia_DSM_6220_	34037	3520	0.906
Fructobacillus_fructosus_KCTC_3544_	20930	1409	0.937
Fulvimarina_pelagi_HTCC2506_	53781	4791	0.918
Fulvivirga_imtechensis_AK7_	53915	13455	0.800
Fusobacterium_gonidiaformans_ATCC_25563_	24524	897	0.965
Fusobacterium_hwasookii_ChDC_F128_	28008	2230	0.926
Fusobacterium_mortiferum_ATCC_9817_	34576	2445	0.934
Fusobacterium_necrophorum_D12_	25128	1417	0.947
Fusobacterium_necrophorum_subsp._funduliforme_ATCC_51357_	29904	1509	0.952
Fusobacterium_nucleatum_subsp._animalis_7_1_	20866	4254	0.831
Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586_	20098	2886	0.874
Fusobacterium_nucleatum_subsp._polymorphum_ATCC_10953_	32467	1511	0.956
Fusobacterium_nucleatum_subsp._vincentii_3_1_36A2_	19843	3385	0.854
Fusobacterium_nucleatum_subsp._vincentii_4_1_13_	26684	2012	0.930
Fusobacterium_nucleatum_W1481_	27699	2901	0.905
Fusobacterium_perfoetens_ATCC_29250_	0	27516	0.000
Fusobacterium_periodonticum_ATCC_33693_	23813	4116	0.853
Fusobacterium_russii_ATCC_25533_	0	24105	0.000
Fusobacterium_sp._oral_taxon_370_str._F0437_	28759	2927	0.908
Fusobacterium_ulcerans_ATCC_49185_	40925	6623	0.861
Fusobacterium_varium_ATCC_27725_	27815	5181	0.843
Galbibacter_marinus_	43081	5643	0.884
Gallaecimonas_xiamenensis_3-C-1_	68988	2954	0.959
Gallibacterium_anatis_UMN179_	26905	2659	0.910
Gallibacterium_genomosp._1_	30751	1406	0.956
Gallionella_capsiferriformans_ES-2_	39882	3985	0.909
Gammaproteobacteria_bacterium_MFB021_	47187	2412	0.951
Gammaproteobacteria_bacterium_MOLA455_	37724	265	0.993
gamma_proteobacterium_BDW918_	60583	4516	0.931
gamma_proteobacterium_HdN1_	42715	3708	0.920
gamma_proteobacterium_HIMB30_	0	32503	0.000
gamma_proteobacterium_HIMB55_	35722	2020	0.946
gamma_proteobacterium_HTCC2207_	35742	1264	0.966
gamma_proteobacterium_HTCC5015_	27237	912	0.968
gamma_proteobacterium_IMCC3088_	38722	2972	0.929
gamma_proteobacterium_NOR5-3_	48220	2258	0.955
gamma_proteobacterium_WG36_	0	72222	0.000
Gardnerella_vaginalis_101_	18719	695	0.964
Gardnerella_vaginalis_6119V5_	18765	408	0.979
Gayadomonas_joobiniege_G7_	0	55985	0.000
Geitlerinema_sp._PCC_7407_	46051	10904	0.809
Gelidibacter_mesophilus_DSM_14095_	0	51754	0.000
Gemella_bergeriae_ATCC_700627_	26918	740	0.973
Gemella_cuniculi_DSM_15828_	0	28536	0.000
Gemella_haemolysans_ATCC_10379_	27627	499	0.982
Gemella_haemolysans_M341_	29205	2222	0.929
Gemella_morbillorum_M424_	28174	1156	0.961
Gemella_sanguinis_M325_	27096	619	0.978
Geminicoccus_roseus_DSM_18922_	0	81056	0.000
Geminocystis_herdmanii_PCC_6308_	0	71884	0.000
Gemmata_sp._IIL30_	0	167712	0.000
Gemmatimonadetes_bacterium_KBS708_	43608	18021	0.708
Gemmatimonas_aurantiaca_T-27_	50233	4536	0.917
Gemmatimonas_sp._AP64_	37374	8519	0.814
Gemmobacter_nectariphilus_DSM_15620_	0	75411	0.000
Geobacillus_caldoxylosilyticus_CIC9_	64222	3535	0.948
Geobacillus_kaustophilus_HTA426_	51643	4494	0.920
Geobacillus_sp._G1w1_	43529	10176	0.811
Geobacillus_sp._JF8_	55192	10384	0.842
Geobacillus_sp._WCH70_	42680	4950	0.896
Geobacillus_stearothermophilus_NUB3621_	62515	2840	0.957
Geobacillus_thermodenitrificans_NG80-2_	51575	2415	0.955
Geobacillus_thermoglucosidasius_C56-YS93_	47285	4501	0.913
Geobacillus_vulcani_PSS1_	0	56145	0.000
Geobacter_bemidjiensis_Bem_	72128	2043	0.972
Geobacter_daltonii_FRC-32_	60928	2039	0.968
Geobacter_lovleyi_SZ_	53998	6029	0.900
Geobacter_metallireducens_GS-15_	65849	1375	0.980
Geobacter_sp._M18_	76187	9685	0.887
Geobacter_sp._M21_	61335	8773	0.875
Geobacter_sulfurreducens_PCA_	58781	1614	0.973
Geodermatophilaceae_bacterium_URHA0031_	0	79855	0.000
Geodermatophilaceae_bacterium_URHB0048_	0	65773	0.000
Geodermatophilus_obscurus_DSM_43160_	44763	9710	0.822
Geomicrobium_sp._JCM_19037_	55926	5862	0.905
Geomicrobium_sp._JCM_19038_	56587	5966	0.905
Geopsychrobacter_electrodiphilus_DSM_16401_	0	65089	0.000
Geothrix_fermentans_DSM_14018_	0	45756	0.000
Geovibrio_sp._L21-Ace-BES_	0	58202	0.000
Gilliamella_apicola_	28827	2712	0.914
Gillisia_limnaea_DSM_15749_	40191	4888	0.892
Gillisia_sp._CAL575_	0	44608	0.000
Gillisia_sp._Hel_I_29_	0	52397	0.000
Gilvimarinus_chinensis_DSM_19667_	0	58439	0.000
Glaciecola_arctica_BSs20135_	77189	2703	0.966
Glaciecola_lipolytica_E3_	65621	1436	0.979
Glaciecola_mesophila_KMM_241_	74805	1296	0.983
Glaciecola_nitratireducens_FR1064_	44302	2123	0.954
Glaciecola_psychrophila_170_	48660	8350	0.854
Glaciecola_punicea_DSM_14233_=_ACAM_611_	37266	582	0.985
Glaciecola_sp._4H-3-7+YE-5_	54444	11117	0.830
Glaciecola_sp._HTCC2999_	0	31822	0.000
Glaciibacter_superstes_DSM_21135_	0	59512	0.000
Gloeobacter_kilaueensis_JS1_	45638	5251	0.897
Gloeocapsa_sp._PCC_73106_	55789	5951	0.904
Gloeocapsa_sp._PCC_7428_	53477	13606	0.797
Gluconacetobacter_diazotrophicus_PA1_5_	42372	3555	0.923
Gluconobacter_frateurii_NBRC_103465_	38167	3466	0.917
Gluconobacter_morbifer_G707_	33562	2921	0.920
Gluconobacter_oxydans_621H_	26711	3100	0.896
Gluconobacter_oxydans_H24_	30793	6322	0.830
Glycomyces_arizonensis_DSM_44726_	0	55135	0.000
Glycomyces_sp._NRRL_B-16210_	0	61962	0.000
Gordonia_aichiensis_NBRC_108223_	76429	3470	0.957
Gordonia_alkanivorans_NBRC_16433_	82683	3311	0.961
Gordonia_amarae_NBRC_15530_	83849	5199	0.942
Gordonia_amicalis_CCMA-559_	0	80217	0.000
Gordonia_bronchialis_DSM_43247_	47441	8538	0.847
Gordonia_effusa_NBRC_100432_	65237	5466	0.923
Gordonia_hirsuta_DSM_44140_=_NBRC_16056_	54096	2489	0.956
Gordonia_kroppenstedtii_DSM_45133_	0	67465	0.000
Gordonia_malaquae_NBRC_108250_	69606	2948	0.959
Gordonia_neofelifaecis_NRRL_B-59395_	62268	6104	0.911
Gordonia_paraffinivorans_NBRC_108238_	70214	2802	0.962
Gordonia_polyisoprenivorans_VH2_	66713	9761	0.872
Gordonia_rhizosphera_NBRC_16068_	124097	4492	0.965
Gordonia_shandongensis_DSM_45094_	0	52896	0.000
Gordonia_sihwensis_NBRC_108236_	60982	3933	0.939
Gordonia_soli_NBRC_108243_	75255	5411	0.933
Gordonia_sp._KTR9_	62740	11683	0.843
Gordonia_sputi_NBRC_100414_	76761	3311	0.959
Gordonia_terrae_	76105	10913	0.875
Gracilibacillus_boraciitolerans_JCM_21714_	81301	7531	0.915
Gracilibacillus_halophilus_YIM-C55.5_	49783	2336	0.955
Gracilibacillus_lacisalsi_DSM_19029_	0	68529	0.000
Gracilimonas_tropica_DSM_19535_	0	41870	0.000
Gramella_echinicola_DSM_19838_	0	42414	0.000
Gramella_forsetii_KT0803_	37873	5479	0.874
Granulibacter_bethesdensis_CGDNIH1_	26427	2192	0.923
Granulicatella_adiacens_ATCC_49175_	36917	780	0.979
Granulicatella_elegans_ATCC_700633_	22950	936	0.961
Granulicella_mallensis_MP5ACTX8_	35771	15364	0.700
Granulicella_tundricola_MP5ACTX9_	35963	6590	0.845
Granulicoccus_phenolivorans_DSM_17626_	0	58769	0.000
Grimontia_hollisae_CIP_101886_	61043	4210	0.935
Grimontia_indica_	84988	5101	0.943
Gryllotalpicola_ginsengisoli_DSM_22003_	0	33393	0.000
Gulosibacter_molinativorax_DSM_13485_	0	35557	0.000
Haematobacter_massiliensis_	60661	5516	0.917
Haemophilus_ducreyi_35000HP_	19639	1501	0.929
Haemophilus_haemolyticus_M19501_	29632	150	0.995
Haemophilus_haemolyticus_M21621_	28884	273	0.991
Haemophilus_haemolyticus_M21639_	28492	2809	0.910
Haemophilus_influenzae_Rd_KW20_	26671	134	0.995
Haemophilus_parainfluenzae_T3T1_	23529	889	0.964
Haemophilus_paraphrohaemolyticus_HK411_	29088	1170	0.961
Haemophilus_somnus_129PT_	22007	692	0.970
Haemophilus_sp._FF7_	0	34457	0.000
Haemophilus_sputorum_CCUG_13788_	0	28998	0.000
Hafnia_alvei_FB1_	58727	4314	0.932
Hahella_chejuensis_KCTC_2396_	83234	13265	0.863
Hahella_ganghwensis_DSM_17046_	0	120562	0.000
Halalkalibacillus_halophilus_DSM_18494_	0	44080	0.000
Halanaerobium_hydrogeniformans_	27070	2850	0.905
Halanaerobium_praevalens_DSM_2228_	29084	2026	0.935
Halanaerobium_saccharolyticum_subsp._saccharolyticum_DSM_6643_	47995	2154	0.957
Haliangium_ochraceum_DSM_14365_	70873	24385	0.744
Haliea_rubra_DSM_19751_	39325	3201	0.925
Haliea_salexigens_DSM_19537_	0	59372	0.000
Haliscomenobacter_hydrossis_DSM_1100_	53530	29340	0.646
Halobacillus_dabanensis_	64387	1734	0.974
Halobacillus_halophilus_DSM_2266_	45110	2347	0.951
Halobacillus_kuroshimensis_DSM_18393_	0	57647	0.000
Halobacillus_sp._BAB-2008_	65685	3742	0.946
Halobacteroides_halobius_DSM_5150_	30852	2625	0.922
Haloferula_sp._BvORR071_	0	72053	0.000
Haloglycomyces_albus_DSM_45210_	0	44058	0.000
Halomonas_alkaliantarctica_	0	60724	0.000
Halomonas_anticariensis_FP35_=_DSM_16096_	78795	4656	0.944
Halomonas_elongata_DSM_2581_	41268	1112	0.974
Halomonas_halocynthiae_DSM_14573_	0	34886	0.000
Halomonas_jeotgali_Hwa_	0	41810	0.000
Halomonas_lutea_DSM_23508_	0	72475	0.000
Halomonas_salina_	40835	1625	0.962
Halomonas_sp._23_GOM-1509m_	0	85070	0.000
Halomonas_sp._BJGMM-B45_	41185	5946	0.874
Halomonas_sp._GFAJ-1_	58545	1870	0.969
Halomonas_sp._HL-48_	50166	428	0.992
Halomonas_sp._KO116_	41322	8718	0.826
Halomonas_sp._PBN3_	49119	3273	0.938
Halomonas_sp._TD01_	66240	2721	0.961
Halomonas_sp._TG39a_	0	75071	0.000
Halomonas_xinjiangensis_	0	60498	0.000
Halomonas_zhanjiangensis_DSM_21076_	0	59386	0.000
Halonatronum_saccharophilum_DSM_13868_	0	47983	0.000
Haloplasma_contractile_SSD-17B_	35174	1277	0.965
Halorhodospira_halophila_SL1_	36337	1915	0.950
Halothece_sp._PCC_7418_	45466	8713	0.839
Halothermothrix_orenii_H_168_	27153	2740	0.908
Halothiobacillus_neapolitanus_c2_	31156	1924	0.942
Halyomorpha_halys_symbiont_	12318	13	0.999
Hamadaea_tsunoensis_DSM_44101_	0	114588	0.000
Helcococcus_kunzii_ATCC_51366_	51239	1235	0.976
Helcococcus_sueciensis_DSM_17243_	0	25038	0.000
Helicobacter_acinonychis_str._Sheeba_	20770	666	0.969
Helicobacter_bilis_ATCC_43879_	19373	2201	0.898
Helicobacter_bizzozeronii_CIII-1_	23884	1639	0.936
Helicobacter_canadensis_MIT_98-5491_	26372	169	0.994
Helicobacter_canis_NCTC_12740_	26428	1038	0.962
Helicobacter_cetorum_MIT_00-7128_	21026	935	0.957
Helicobacter_cetorum_MIT_99-5656_	21098	685	0.969
Helicobacter_cinaedi_CCUG_18818_	23598	1266	0.949
Helicobacter_cinaedi_PAGU611_	23635	1437	0.943
Helicobacter_felis_ATCC_49179_	21763	640	0.971
Helicobacter_fennelliae_MRY12-0050_	24618	2358	0.913
Helicobacter_hepaticus_ATCC_51449_	22873	609	0.974
Helicobacter_macacae_MIT_99-5501_	24325	987	0.961
Helicobacter_mustelae_12198_	17240	173	0.990
Helicobacter_pametensis_ATCC_51478_	0	22940	0.000
Helicobacter_pullorum_MIT_98-5489_	30691	886	0.972
Helicobacter_pylori_26695_	27466	360	0.987
Helicobacter_pylori_J99_	21179	227	0.989
Helicobacter_pylori_SA213A_	23402	377	0.984
Helicobacter_pylori_SouthAfrica7_	20441	575	0.973
Helicobacter_rodentium_ATCC_700285_	0	29402	0.000
Helicobacter_sp._MIT_01-6451_	25811	698	0.974
Helicobacter_suis_HS1_	19715	56	0.997
Helicobacter_trogontum_	27199	1374	0.952
Helicobacter_winghamensis_ATCC_BAA-430_	29193	243	0.992
Heliobacterium_modesticaldum_Ice1_	34849	3133	0.918
Hellea_balneolensis_DSM_19091_	0	39628	0.000
Henriciella_marina_DSM_19595_	0	45039	0.000
Herbaspirillum_frisingense_GSF30_	124883	4928	0.962
Herbaspirillum_massiliense_JC206_	0	61594	0.000
Herbaspirillum_seropedicae_SmR1_	71899	6159	0.921
Herbaspirillum_sp._CF444_	118920	9043	0.929
Herbaspirillum_sp._GW103_	102956	7170	0.935
Herbaspirillum_sp._YR522_	101021	7133	0.934
Herbidospora_cretacea_	0	117786	0.000
Herminiimonas_arsenicoxydans_	41970	2235	0.949
Herpetosiphon_aurantiacus_DSM_785_	46930	13993	0.770
Hippea_alviniae_EP5-r_	0	33605	0.000
Hippea_jasoniae_	0	37114	0.000
Hippea_maritima_DSM_10411_	28310	1285	0.957
Hippea_sp._KM1_	0	34185	0.000
Hirschia_baltica_ATCC_49814_	38704	5345	0.879
Hirschia_maritima_DSM_19733_	0	49523	0.000
Hoeflea_phototrophica_DFL-43_	70989	7075	0.909
Hoeflea_sp._108_	0	102736	0.000
Holdemanella_biformis_DSM_3989_	56470	1206	0.979
Holdemania_filiformis_DSM_12042_	337397	2011	0.994
Holdemania_massiliensis_AP2_	0	299255	0.000
Holophaga_foetida_DSM_6591_	0	77400	0.000
Holospora_obtusa_F1_	10797	881	0.925
Humibacter_albus_DSM_18994_	0	40496	0.000
Hydrogenobacter_thermophilus_TK-6_	25343	904	0.966
Hydrogenobaculum_sp._HO_	21660	789	0.965
Hydrogenobaculum_sp._Y04AAS1_	23229	870	0.964
Hylemonella_gracilis_ATCC_19624_	64481	3744	0.945
Hylemonella_gracilis_str._Niagara_R_	58459	3969	0.936
Hymenobacter_norwichensis_DSM_15439_	0	59801	0.000
Hymenobacter_sp._APR13_	38393	12526	0.754
Hymenobacter_swuensis_DY53_	32390	9505	0.773
Hyphomicrobium_denitrificans_1NES1_	32982	6141	0.843
Hyphomicrobium_denitrificans_ATCC_51888_	37174	7359	0.835
Hyphomicrobium_sp._MC1_	49390	5944	0.893
Hyphomicrobium_zavarzinii_ATCC_27496_	0	62375	0.000
Hyphomonas_adhaerens_MHS-3_	49876	3745	0.930
Hyphomonas_jannaschiana_VP2_	48511	4017	0.924
Hyphomonas_johnsonii_MHS-2_	47861	3061	0.940
Hyphomonas_neptunium_ATCC_15444_	43260	2637	0.943
Hyphomonas_oceanitis_SCH89_	51785	8838	0.854
Hyphomonas_polymorpha_PS728_	49663	6111	0.890
Hyphomonas_sp._22II1-22F38_	45843	5204	0.898
Hyphomonas_sp._25B14_1_	44325	4545	0.907
Hyphomonas_sp._BH-BN04-4_	48042	5748	0.893
Hyphomonas_sp._CY54-11-8_	51345	6174	0.893
Hyphomonas_sp._L-53-1-40_	42928	3717	0.920
Hyphomonas_sp._T16B2_	43224	4858	0.899
Idiomarina_loihiensis_L2TR_	36590	699	0.981
Idiomarina_salinarum_	31736	879	0.973
Idiomarina_sp._A28L_	33366	1138	0.967
Idiomarina_sp._MCCC_1A10513_	30088	1208	0.961
Idiomarina_xiamenensis_10-D-4_	39048	1708	0.958
Ignatzschineria_larvae_DSM_13226_	0	25714	0.000
Ignavibacterium_album_JCM_16511_	48313	2929	0.943
Ilumatobacter_coccineus_YM16-304_	41723	5669	0.880
Ilyobacter_polytropus_DSM_2926_	18833	1984	0.905
Imtechella_halotolerans_K1_	35339	4120	0.896
Indibacter_alkaliphilus_LW1_	54801	10859	0.835
Intestinibacter_bartlettii_DSM_16795_	37918	1334	0.966
Intestinimonas_butyriciproducens_	30033	8346	0.783
Intrasporangiaceae_bacterium_URHB0013_	0	60708	0.000
Intrasporangium_calvum_DSM_43043_	36872	6951	0.841
Intrasporangium_oryzae_NRRL_B-24470_	59315	3690	0.941
Isoptericola_variabilis_225_	28516	4443	0.865
Isosphaera_pallida_ATCC_43644_	40029	9651	0.806
Janibacter_hoylei_PVAS-1_	42067	2084	0.953
Janibacter_sp._HTCC2649_	55594	5464	0.911
Jannaschia_sp._CCS1_	48035	7533	0.864
Janthinobacterium_agaricidamnosum_NBRC_102515_=_DSM_9628_	70111	4933	0.934
Janthinobacterium_lividum_	120263	1968	0.984
Janthinobacterium_sp._HH01_	164432	1624	0.990
Janthinobacterium_sp._Marseille_	46244	3770	0.925
Jejuia_pallidilutea_	57972	11732	0.832
Jeotgalicoccus_marinus_DSM_19772_	0	34371	0.000
Jeotgalicoccus_psychrophilus_DSM_19085_	0	33844	0.000
Jeotgalicoccus_sp._13MG44_air_	36459	335	0.991
Johnsonella_ignava_ATCC_51276_	33530	3724	0.900
Jonesia_denitrificans_DSM_20603_	29461	3805	0.886
Jonesia_quinghaiensis_DSM_15701_	0	38943	0.000
Jonquetella_anthropi_DSM_22815_	24982	1400	0.947
Jonquetella_anthropi_E3_33_E1_	25787	1042	0.961
Joostella_marina_DSM_19592_	48182	8931	0.844
Kaistia_granuli_DSM_23481_	0	62957	0.000
Kallipyga_massiliensis_ph2_	0	20034	0.000
Kamptonema_formosum_PCC_6407_	0	114387	0.000
Kandleria_vitulina_MC3001_	30794	1532	0.953
Kangiella_aquimarina_DSM_16071_	0	38395	0.000
Kangiella_koreensis_DSM_16069_	31989	2414	0.930
