,Sample,Plasmid_PPI,Chrom_PPI,Fraction,inputProteins,interactions,Plasmid_genes,cTri,loops,ccs,aPMNLE_all,cTri_all,loops_all,ccs_all,aPMNLE
730,Halomonas_salina,40835,1625,0.962,2897,42459,615,5790,9025,19,0.557201459,52159,23775,10,0.574099407
731,Marinobacter_lipolyticus_SM19,64277,3075,0.954,3627,67351,615,30081,17929,25,0.573186375,91727,38399,15,0.547972175
732,Shewanella_amazonensis_SB2B,43782,4602,0.905,3645,48383,615,15075,13019,36,0.532652304,66010,26107,20,0.538787127
733,Pseudomonas_mendocina_ymp,62981,7275,0.896,4594,70255,614,37800,20939,33,0.562435367,94396,39616,19,0.537967103
734,Streptococcus_sanguinis_SK36,28598,804,0.973,2270,29401,614,3090,4182,36,0.535617211,35587,15812,8,0.469845151
735,Wolinella_succinogenes_DSM_1740,38213,284,0.993,2043,38496,614,16139,8257,15,0.542055641,53488,20689,4,0.530965989
736,Bartonella_tribocorum_CIP_105476,22181,5103,0.813,2152,27283,613,12125,5004,76,0.482679445,47611,13278,46,0.448580858
737,Prevotella_bergensis_DSM_17361,32076,2181,0.936,2825,34256,613,7034,6908,77,0.550763592,36308,19117,41,0.520810039
738,Pseudoalteromonas_ruthenica_CP76,60285,4305,0.933,3629,64589,613,22438,18172,36,0.551925569,90339,35110,22,0.582497674
739,Pseudomonas_cichorii_JBC1,57779,11797,0.83,5174,69575,613,28223,22415,72,0.546290217,88572,38084,53,0.549640846
740,Clostridium_sticklandii,33098,1617,0.953,2573,34714,612,5233,6091,10,0.533317977,47615,18666,4,0.50381475
741,Shewanella_halifaxensis_HAW-EB4,63383,6797,0.903,4278,70179,612,35724,21292,39,0.549662259,90039,39254,19,0.535405948
742,Shewanella_loihica_PV-4,47944,4488,0.914,3859,52431,612,15324,13643,41,0.525634774,83312,28141,23,0.524429511
743,Streptococcus_infantis_ATCC_700779,31384,667,0.979,1928,32050,612,2245,3563,41,0.548006509,47371,17250,19,0.500118231
744,Bartonella_bovis_91-4,23320,534,0.978,1297,23853,611,3565,1962,40,0.49217804,45577,11558,24,0.465116279
745,Burkholderia_xenovorans_LB400,117467,27819,0.809,8702,145285,611,132074,55652,85,0.520631288,258106,75628,71,0.529700475
746,Helicobacter_hepaticus_ATCC_51449,22873,609,0.974,1875,23481,611,1791,2435,31,0.528748139,35153,12318,12,0.448883666
747,Ilumatobacter_coccineus_YM16-304,41723,5669,0.88,4291,47391,611,10570,13570,58,0.523968333,70815,25789,27,0.527719528
748,Pasteurella_pneumotropica,30212,1439,0.955,2213,31650,611,4346,5299,34,0.536665075,46802,16880,17,0.525382634
749,Pseudomonas_sp_GM21,119997,6886,0.946,6031,126882,611,107087,44364,56,0.529870677,240893,66599,35,0.552459016
750,Burkholderia_sacchari,112907,5274,0.955,5731,118180,610,86455,39372,73,0.54898493,182549,63838,51,0.546212953
751,Campylobacter_lari_RM2100,24204,514,0.979,1545,24717,610,2343,2296,20,0.512351397,43610,12370,5,0.47804266
752,Desulfovibrio_piezophilus_C1TLV30,57751,1561,0.974,3354,59311,610,23318,15123,41,0.561694578,88935,32188,28,0.54509083
753,Halomonas_sp_GFAJ-1,58545,1870,0.969,3279,60414,610,23221,14548,19,0.528249542,96862,31866,10,0.540360275
754,Hydrogenobacter_thermophilus_TK-6,25343,904,0.966,1894,26246,610,4817,4149,16,0.548888784,35357,14414,5,0.49443132
755,Phycisphaera_mikurensis_NBRC_102666,27115,2800,0.906,3284,29914,610,5602,6453,116,0.537044789,31659,16336,37,0.475287134
756,Pseudomonas_fulva_12-X,60601,6185,0.907,4461,66785,610,30026,19326,31,0.531939605,107403,36408,17,0.527273521
757,Pseudomonas_stutzeri_RCH2,57992,6544,0.899,4230,64535,610,28427,18971,32,0.565622771,79652,37670,20,0.525992148
758,Synechococcus_sp_WH_7803,28632,1073,0.964,2533,29704,610,NA,NA,NA,NA,NA,NA,NA,NA
759,Ferrimonas_balearica_DSM_9799,58001,3939,0.936,3782,61939,609,25854,17634,28,0.539740369,101817,33606,17,0.529809878
760,Pandoraea_pnomenusa,49185,5051,0.907,4219,54235,609,22198,15021,56,0.513945523,89400,28651,35,0.518538803
761,Thermus_scotoductus_SA-01,36144,1116,0.97,2461,37259,609,17939,8196,18,0.548687576,59683,20381,8,0.522135179
762,Burkholderia_grimmiae,111438,6571,0.944,5938,118008,608,74950,42881,62,0.56041267,172851,65586,48,0.571378505
763,Clostridium_botulinum_A2_str_Kyoto,40038,4055,0.908,3878,44092,608,8355,9592,61,0.541894201,56726,24312,40,0.48686546
764,Cyanobium_sp_PCC_7001,54238,593,0.989,2771,54830,608,NA,NA,NA,NA,NA,NA,NA,NA
765,Mycobacterium_kansasii_732,119657,7807,0.939,7295,127463,608,118088,44982,151,0.537741272,258085,67180,126,0.554298216
766,Nitrosospira_sp_APG3,30410,2221,0.932,3125,32630,608,6167,5746,123,0.523195756,42754,17505,67,0.449815144
767,Prochlorococcus_marinus_str_NATL1A,20011,855,0.959,2193,20865,608,4134,3144,148,0.568297587,18575,12183,104,0.462786672
768,Streptomyces_davawensis_JCM_4913,86280,16907,0.836,8616,103186,608,48586,39445,101,0.536261261,138121,57789,72,0.540974813
769,Clavibacter_michiganensis_subsp_michiganensis_NCPPB_382,27949,3715,0.883,3012,31663,607,8597,7443,57,0.55922159,35545,17942,27,0.500522102
770,Xanthomonas_axonopodis_pv_phaseoli,43573,6746,0.866,4114,50318,607,NA,NA,NA,NA,NA,NA,NA,NA
771,Exiguobacterium_antarcticum_B7,32328,1527,0.955,2772,33854,606,4684,6429,42,0.52532661,48399,18014,23,0.508048574
772,Gammaproteobacteria_bacterium_MFB021,47187,2412,0.951,3324,49598,606,12060,11311,36,0.539999459,68616,26939,21,0.53557299
773,Helicobacter_canadensis_MIT_98-5491,26372,169,0.994,1535,26540,605,2318,2829,22,0.560895685,35425,14461,6,0.550547809
774,Pseudomonas_putida_S16,60722,9482,0.865,5218,70203,605,28449,22536,54,0.527000694,96244,38422,32,0.538392649
775,Pseudomonas_sp_G5,132304,7577,0.946,6767,139880,605,113443,50220,86,0.547359662,212891,76395,70,0.549269948
776,Achromobacter_piechaudii_HLE,109353,14665,0.882,6360,124017,604,138400,44198,58,0.54846941,220241,67531,44,0.536755032
777,alpha_proteobacterium_RS24,31049,191,0.994,1905,31239,604,6867,7485,10,0.523589589,53911,16326,3,0.577008929
778,Chromohalobacter_salexigens_DSM_3043,36673,3680,0.909,3298,40352,604,9215,9574,14,0.52994542,55263,21651,10,0.52122542
779,Pseudomonas_mandelii_36MFCvi11,102956,6619,0.94,5506,109574,604,NA,NA,NA,NA,NA,NA,NA,NA
780,Shewanella_pealeana_ATCC_700345,57208,6314,0.901,4241,63521,604,34638,18340,56,0.521275218,115550,33149,34,0.519283816
781,Pseudomonas_stutzeri_SDM-LAC,43059,4128,0.913,3808,47186,603,15356,11788,39,0.540702062,60353,25550,17,0.497594402
782,Pelotomaculum_thermopropionicum_SI,38564,1747,0.957,2920,40310,602,NA,NA,NA,0.527970378,54432,21539,23,NA
783,Staphylococcus_lugdunensis_N920143,29880,1108,0.964,2425,30987,602,3068,4765,31,0.531429042,45694,16584,18,0.473454683
784,Streptomyces_scabiei_8722,80225,19340,0.806,8746,99564,602,NA,NA,NA,NA,NA,NA,NA,NA
785,Sulfuricella_denitrificans_skB26,38664,3182,0.924,2982,41845,602,11282,10537,28,0.526867584,61631,22450,16,0.542041551
786,Bartonella_grahamii_as4aup,21510,1337,0.941,1768,22846,601,4701,3301,58,0.496428571,42877,11389,29,0.471053243
787,Caldilinea_aerophila_DSM_14535_equals_NBRC_104270,46639,7655,0.859,4119,54293,601,22728,16704,39,0.543663502,74920,29494,14,0.551049848
788,Marinomonas_ushuaiensis_DSM_15871,50676,1863,0.965,3076,52538,601,11566,12149,20,0.543204898,79465,28197,4,0.572368421
789,Moraxella_catarrhalis_O35E,24035,248,0.99,1719,24282,601,12013,3022,49,0.530224075,39210,13165,12,0.434114202
790,Prochlorococcus_marinus_str_MIT_9215,21129,607,0.972,1983,21735,601,3894,3137,99,0.581964634,20504,12604,58,0.487258871
791,Vibrio_metschnikovii_CIP_6914,54405,1496,0.973,3057,55900,601,NA,NA,NA,NA,NA,NA,NA,NA
792,Xanthomonas_arboricola_pv_celebensis,76670,3796,0.953,3909,80465,601,NA,NA,NA,NA,NA,NA,NA,NA
793,Achromobacter_insuavis_AXX-A,105764,11836,0.899,6161,117599,600,105012,40559,44,0.546723362,215986,63327,24,0.545499388
794,Desulfovibrio_vulgaris_str_Hildenborough,53569,4227,0.927,3378,57795,600,44909,15625,65,0.517450509,109768,30211,37,0.517891421
795,Shewanella_denitrificans_OS217,54886,3778,0.936,3754,58663,600,31796,15531,43,0.520858681,121296,30470,26,0.534880952
796,Shewanella_sediminis_HAW-EB3,63989,7143,0.9,4497,71131,600,37277,22303,36,0.543456986,105465,39416,21,0.538898451
797,Synechocystis_sp_PCC_6714,40878,2719,0.938,3567,43596,600,18453,13212,57,0.560694917,52396,24422,17,0.538392673
798,Acaryochloris_marina_MBIC11017,63321,12412,0.836,6427,75732,599,70674,29071,152,0.538086365,117922,41103,109,0.531488271
799,Amycolicicoccus_subflavus_DQS3-9A1,62062,6901,0.9,4584,68962,599,28160,21655,36,0.529797031,108252,37210,23,0.547589099
800,Desulfotomaculum_hydrothermale_Lam5_equals_DSM_18033,45276,1218,0.974,2639,46493,599,8953,9366,29,0.534325843,75346,24507,15,0.562851002
801,Gallibacterium_anatis_UMN179,26905,2659,0.91,2500,29563,599,4993,5150,34,0.542431498,36039,16315,22,0.481031866
802,Geobacillus_kaustophilus_HTA426,51643,4494,0.92,3540,56136,599,17400,14856,22,0.539308082,78138,30153,11,0.555758461
803,Halomonas_sp_PBN3,49119,3273,0.938,3418,52391,599,17082,12530,21,0.566904849,58036,29350,11,0.526545869
804,Photobacterium_damselae_subsp_damselae_CIP_102761,37296,4787,0.886,3528,42082,599,11407,10688,57,0.559360803,45445,23743,33,0.532585023
805,Achromobacter_arsenitoxydans_SY8,95774,11612,0.892,5722,107385,598,86273,37992,45,0.543421179,186244,58128,31,0.56341203
806,Burkholderia_sp_MP-1,141425,12061,0.921,7631,153485,598,146921,55375,81,0.540917164,260974,82122,66,0.534390762
807,Haemophilus_parainfluenzae_T3T1,23529,889,0.964,1981,24417,598,2590,3412,27,0.546455065,29850,13550,8,0.479012915
808,Marinobacter_sp_ES-1,45213,2909,0.94,3319,48121,598,12569,12434,27,0.544046467,60285,26419,17,0.55446682
809,Pseudomonas_psychrophila_HA-4,43460,8961,0.829,4548,52420,598,17917,14681,58,0.522223814,74469,28331,31,0.503532361
810,Simiduia_agarivorans_SA1_equals_DSM_21679,47719,5292,0.9,3820,53010,598,18518,15043,38,0.548390959,69838,29897,25,0.525840752
811,Criblamydia_sequanensis_CRIB-18,28415,774,0.973,2418,29188,597,6350,4541,83,0.553748608,41550,15549,34,0.49591091
812,Dermacoccus_sp_Ellin185,40609,1231,0.971,2919,41839,597,5314,8076,59,0.543212776,62816,22948,32,0.548419865
813,Pediococcus_acidilactici_DSM_20284,26319,620,0.977,1884,26938,597,2877,3111,34,0.529253701,40660,14151,14,0.478891479
814,Shewanella_frigidimarina_NCIMB_400,47792,4918,0.907,4029,52709,597,13753,14952,38,0.532264247,77666,28676,24,0.534863373
815,Bartonella_australis_Aust-NH1,16302,157,0.99,1264,16458,596,2863,1365,50,0.476815952,29713,7841,16,0.411592791
816,Clostridium_botulinum_E1_str_BoNT_E_Beluga,56382,3212,0.946,3684,59593,596,14904,13179,71,0.55059854,78812,32535,47,0.538766007
817,Gramella_forsetii_KT0803,37873,5479,0.874,3584,43351,596,18054,12704,47,0.54891226,50064,24267,25,0.516826403
818,Helicobacter_pylori_J99,21179,227,0.989,1491,21405,596,1052,1496,42,0.544193865,25394,11775,9,0.449932645
819,Arthrobacter_aurescens_TC1,41435,3818,0.916,4295,45252,595,8702,12134,56,0.548959969,45949,25759,34,0.526009902
820,Endozoicomonas_numazuensis,43423,4705,0.902,4464,48127,595,15917,12763,143,0.537712529,52937,26916,100,0.507017881
821,Rhodococcus_equi_103S,61107,10300,0.856,4512,71406,595,NA,NA,NA,0.572581804,87809,40593,11,NA
822,Streptococcus_parasanguinis_FW213,23680,722,0.97,2019,24401,595,1750,3027,29,0.536261957,30501,13269,10,0.468444679
823,Anabaena_sp_90,40714,6133,0.869,4354,46846,594,14241,14604,58,0.538488465,59283,25705,31,0.549539474
824,Prevotella_salivae_DSM_15606,30489,2209,0.932,2939,32697,594,6408,6550,112,0.534878692,40236,17588,68,0.495304854
825,Turicella_otitidis_ATCC_51513,31123,566,0.982,1846,31688,594,10262,5716,28,0.558262967,38786,17703,7,0.546488485
826,Actinobacillus_pleuropneumoniae_serovar_1_str_4074,34260,1303,0.963,2170,35562,593,6389,7081,20,0.579336001,41997,20556,2,0.565985243
827,Actinobacillus_succinogenes_130Z,25826,1098,0.959,2079,26923,593,2394,4194,14,0.529969888,40253,14442,3,0.508142651
828,Marinobacter_algicola_DG893,75604,4778,0.941,4126,80381,593,51027,24538,22,0.559210174,113314,43512,13,0.546444041
829,Streptococcus_dysgalactiae_subsp_equisimilis_AC-2713,29335,1308,0.957,2214,30642,593,6007,5021,27,0.531145798,47025,16534,7,0.487948844
830,Streptococcus_macedonicus_ACA-DC_198,24716,793,0.969,2017,25508,593,1960,3352,38,0.5438363,35376,14222,13,0.462674961
831,Xanthomonas_translucens_DAR61454,70336,3192,0.957,3846,73527,593,33763,20996,39,0.560992357,107283,40170,24,0.564346696
832,Acidovorax_sp_KKS102,47507,10011,0.826,4742,57517,592,25507,17637,28,0.536983053,85515,31395,17,0.531889456
833,Listeria_monocytogenes_EGD-e,46971,1921,0.961,2867,48891,592,17661,11906,11,0.565617494,63654,27568,2,0.544535316
834,Methylococcus_capsulatus_str_Bath,33409,3663,0.901,2960,37071,592,10477,8854,24,0.530066564,47889,19936,16,0.533132822
835,Prochlorococcus_marinus_str_MIT_9301,20343,571,0.973,1907,20913,592,NA,NA,NA,NA,NA,NA,NA,NA
836,Streptococcus_peroris_ATCC_700780,33809,345,0.99,1638,34153,592,3284,4332,15,0.516086992,49761,17878,5,0.538226966
837,Xanthomonas_axonopodis_pv_vasculorum,55351,2854,0.951,3545,58204,592,NA,NA,NA,NA,NA,NA,NA,NA
838,Bacteriovorax_marinus_SJ,34899,1906,0.948,3231,36804,591,17362,8048,94,0.52474413,54096,19477,51,0.4678479
839,Prochlorococcus_marinus_str_AS9601,27758,733,0.974,1921,28490,591,22449,6524,52,0.568766245,40495,16160,30,0.50433592
840,Shewanella_piezotolerans_WP3,62451,7378,0.894,4933,69828,591,34860,20798,66,0.54321139,101038,37825,46,0.536169275
841,beta_proteobacterium_KB13,22422,89,0.996,1318,22510,590,775,1657,28,0.557519306,28553,12402,10,0.516971279
842,Lactobacillus_pentosus_KCA1,26741,1917,0.933,2967,28657,590,3476,4810,75,0.51249221,38944,15026,39,0.437217706
843,Listeria_innocua_Clip11262,44105,4486,0.908,3043,48590,590,14923,11130,23,0.534180628,60318,26522,14,0.502107399
844,Mannheimia_varigena_USDA-ARS-USMARC-1296,25988,980,0.964,2109,26967,590,2171,4166,36,0.549749092,38407,14852,10,0.503297171
845,Pseudoalteromonas_tunicata_D2,52853,8114,0.867,4504,60966,590,20176,18796,72,0.534009499,89117,32691,51,0.543076529
846,Clostridium_acetobutylicum_ATCC_824,50125,3279,0.939,3672,53403,589,18695,14043,27,0.539411882,69689,29552,21,0.531995555
847,Leuconostoc_gasicomitatum_LMG_18811,21470,901,0.96,1913,22370,589,1421,2467,40,0.541149721,25804,11827,20,0.436020473
848,Selenomonas_sputigena_ATCC_35185,29326,1782,0.943,2255,31107,589,5101,5381,25,0.537625533,45554,16953,14,0.494981679
849,Clostridium_perfringens_ATCC_13124,34051,1607,0.955,2876,35657,588,11127,6959,67,0.56539786,43712,20222,32,0.512250857
850,Halomonas_sp_KO116,41322,8718,0.826,4835,50039,588,12194,14371,58,0.54930911,52070,28110,42,0.516458507
851,Mannheimia_varigena_USDA-ARS-USMARC-1261,25257,2273,0.917,2381,27529,588,4500,4479,32,0.527212276,34751,14830,11,0.458201616
852,Mitsuokella_multacida_DSM_20544,40214,1172,0.972,2558,41385,588,9430,7896,41,0.539907042,66816,21351,22,0.529991611
853,Prevotella_sp_oral_taxon_472_str_F0295,33875,2627,0.928,3092,36501,588,7141,7134,140,0.543002211,45559,19655,78,0.520134228
854,Prochlorococcus_marinus_str_MIT_9211,21108,499,0.977,1855,21606,588,4157,3270,86,0.553138932,21650,12368,48,0.472030469
855,Bartonella_clarridgeiae_73,18720,120,0.994,1328,18839,587,3110,1965,52,0.507219575,34261,9714,8,0.461570593
856,Prochlorococcus_marinus_subsp_marinus_str_CCMP1375,20729,423,0.98,1882,21151,587,3780,3388,82,0.56559843,20742,12282,47,0.489943873
857,Rhodanobacter_thiooxydans_LCS2,53558,2741,0.951,3690,56298,587,15710,13924,42,0.549530807,79508,30949,23,0.550862069
858,Rhodococcus_jostii_RHA1,151340,11303,0.931,7545,162642,587,162234,65171,63,0.552237534,295976,92418,50,0.553476726
859,Saprospira_grandis_str_Lewin,25973,3717,0.875,4251,29689,587,6038,6628,202,0.533856629,28909,16240,108,0.430325815
860,Clostridium_ljungdahlii_DSM_13528,48631,4019,0.924,4184,52649,586,11381,14140,33,0.545134924,60116,29526,20,0.526182143
861,Candidatus_Methylomirabilis_oxyfera,29698,2350,0.927,3068,32047,585,6443,6547,57,0.537427617,44042,17539,26,0.490537383
862,Candidatus_Scalindua_brodae,60745,2436,0.961,4016,63180,585,40948,18239,103,0.536626023,100405,33290,75,0.531078108
863,gamma_proteobacterium_BDW918,60583,4516,0.931,3796,65098,585,26716,18339,27,0.546128155,91377,35359,15,0.553453832
864,Glaciecola_sp_4H-3-7+YE-5,54444,11117,0.83,4547,65560,585,NA,NA,NA,NA,NA,NA,NA,NA
865,Streptomyces_glaucescens,61025,10951,0.848,6567,71975,585,28491,24988,99,0.539507149,89695,39905,72,0.528937486
866,Alteromonas_sp_ALT199,62347,4608,0.931,3889,66954,584,34224,20830,39,0.576064521,82700,37935,23,0.563917612
867,Arthrospira_platensis_NIES-39,66687,19842,0.771,6630,86528,584,73780,33529,132,0.53604918,118953,47144,98,0.520340075
868,Helicobacter_mustelae_12198,17240,173,0.99,1400,17412,584,NA,NA,NA,0.533381933,22050,9258,15,NA
869,Ralstonia_pickettii_DTP0602,101497,17161,0.855,7449,118657,584,86019,43404,48,0.545423729,196372,64360,38,0.552805152
870,Selenomonas_sp_FOBRC6,46608,1578,0.967,2304,48185,584,13112,9976,10,0.533280064,74410,25167,7,0.540484314
871,Staphylococcus_hominis_SK119,37975,690,0.982,2182,38664,584,3941,6539,28,0.555506019,60661,21157,13,0.559095106
872,Alteromonadales_bacterium_TW-7,62128,3977,0.94,3783,66104,583,26442,19266,38,0.559053755,93877,35813,26,0.571785085
873,Leifsonia_xyli_subsp_xyli_str_CTCB07,21541,635,0.971,2030,22175,583,3963,3157,56,0.538530951,30096,12017,26,0.452201094
874,Microbacterium_sp_C448,35970,1811,0.952,3165,37780,583,5167,7747,59,0.533169795,50245,20566,28,0.531532457
875,Prochlorococcus_marinus_str_MIT_9515,20197,588,0.972,1906,20784,583,4131,2942,102,0.566346027,22527,11794,58,0.462944664
876,Pseudoalteromonas_atlantica_T6c,53178,9984,0.842,4281,63161,583,31873,20809,43,0.549702485,91087,34551,28,0.555586894
877,Marinobacter_sp_ELB17,76680,6548,0.921,4850,83227,582,46066,25821,49,0.568893324,110507,46391,43,0.546899793
878,Ralstonia_sp_AU12-08,88087,10949,0.889,5784,99035,582,74719,33516,61,0.553620372,140837,54244,46,0.547252546
879,Selenomonas_sp_FOBRC9,39217,1935,0.953,2300,41151,582,8175,7516,25,0.530815806,57345,21964,12,0.536421759
880,Deferribacter_desulfuricans_SSM1,36533,1481,0.961,2374,38013,581,11707,7332,38,0.51830135,58044,19627,30,0.50097561
881,Endozoicomonas_montiporae,45719,4008,0.919,4155,49726,581,13449,12115,151,0.545670015,61363,27098,104,0.514700796
882,Lactobacillus_curvatus_CRL_705,19873,496,0.976,1862,20368,581,761,1782,63,0.497543315,34351,10497,12,0.412569474
883,Rhodanobacter_fulvus_Jip2,49299,2704,0.948,3400,52002,581,15920,12943,27,0.5502124,63611,28611,9,0.54388629
884,Synechococcus_sp_JA-2-3Ba,32547,1940,0.944,2862,34486,581,NA,NA,NA,NA,NA,NA,NA,NA
885,Acinetobacter_sp_RUH2624,35131,4526,0.886,3693,39656,580,9094,9799,55,0.539995962,46927,22074,31,0.503583587
886,Alcanivorax_sp_P2S70,42162,3761,0.918,3316,45922,580,16094,11586,41,0.555292838,53919,25409,12,0.531813933
887,Marinobacterium_stanieri_S30,78663,4382,0.947,3849,83044,580,53516,25480,12,0.558490184,128876,44882,11,0.55770408
888,Peptoclostridium_difficile_CD160,43722,6635,0.868,4689,50356,580,13929,12769,80,0.500394956,69340,26050,55,0.497255054
889,Rheinheimera_sp_A13L,65052,4736,0.932,3942,69787,580,36849,20414,29,0.550472347,102572,38064,17,0.553002872
890,Selenomonas_sp_oral_taxon_137_str_F0430,41743,1882,0.957,2395,43624,580,8700,7987,24,0.535280649,67073,22976,12,0.533986591
891,Stenotrophomonas_maltophilia_5BA-I-2,59897,3712,0.942,4053,63608,580,23983,18540,42,0.541914116,96723,34792,28,0.570354309
892,Bartonella_henselae_str_Houston-1,20157,829,0.96,1488,20985,579,5001,2953,33,0.511223301,33052,10755,14,0.507150259
893,Bradyrhizobium_oligotrophicum_S58,87722,17732,0.832,7228,105453,579,84829,38268,97,0.530333489,171700,56556,71,0.518120438
894,Candidatus_Glomeribacter_gigasporarum_BEG34,19172,347,0.982,1475,19518,579,NA,NA,NA,NA,NA,NA,NA,NA
895,Clostridium_kluyveri_DSM_555,45467,5718,0.888,3913,51184,579,12955,13217,39,0.518460063,74262,26885,22,0.513872998
896,Clostridium_tyrobutyricum_DSM_2637_equals_ATCC_25755_equals_JCM_11008,34890,2285,0.939,3046,37174,579,6046,6985,50,0.52178623,48882,19812,34,0.478977133
897,Mannheimia_haemolytica_serotype_A2_str_BOVINE,28227,2848,0.908,2552,31074,579,5231,5668,35,0.520736673,43867,16649,16,0.482787225
898,Marinobacterium_sp_AK27,73184,5686,0.928,4143,78869,579,39867,25008,20,0.547942667,114131,42677,10,0.560477506
899,Thauera_sp_63,74281,5286,0.934,4008,79566,579,45064,24626,16,0.538369425,121178,42711,9,0.548861241
